Seis,Cinco más uno Cuántos alumnos tiene Seis
Servilleta,Pieza de tela o papel que usa cada comensal para limpiarse los labios y las manos
Submarino,Que está o se efectúa debajo de la superficie del mar Montañas submarinas
Salto,Acción y efecto de saltar
Silicona,Polímero químicamente inerte utilizado en la construcción en la fabricación de prótesis y en otras aplicaciones
Sendero,camino
Siesta,Sueño que se toma después de comer
Salto,Acción y efecto de saltar
