Direcciones,Acción y efecto de dirigir
Desnudo,Dicho de una persona o de una parte del cuerpo Que no está cubierta por ropa
Desafiar,Retar provocar a singular combate batalla o pelea
Disciplina,Doctrina instrucción de una persona especialmente en lo moral
Doblado,De pequeña o mediana estatura y recio y fuerte de miembros
Decapitar,Cortar la cabeza
Despejado,Que tiene desembarazo y soltura en su trato
